Dimension,Num Points,Num Classes,Parallel Implementation,Net Time (ms),Initialize Time (ms),Sum Classify Time (ms),Sum Update Time (ms),Last Classify Time (ms),Loss,Errors
3,10000,10,cuda,478.2484,12.5208,65.48103333333333,4.3669,1.7851666666666668,0.0,0.0
3,10000,100,cuda,1417.0784666666666,885.4523333333333,173.99063333333334,7.6378666666666675,2.6019666666666663,0.0,0.0
3,100,2,cuda,649.5258333333333,0.0228,165.60736666666665,1.7951,0.15839999999999999,nan,0.0
3,100,5,cuda,714.8446666666665,0.06866666666666667,174.48283333333333,2.1099666666666668,0.17343333333333333,nan,0.0
3,100,10,cuda,700.5973333333333,0.16473333333333331,205.03706666666668,1.9164,0.20443333333333333,nan,0.0
3,1024,2,cuda,341.6060666666667,0.08453333333333334,13.321933333333334,0.3546,0.4857,0.0,0.0
3,1024,5,cuda,355.0083333333334,0.4061666666666666,14.898166666666667,0.9094333333333332,0.5157666666666666,0.0,0.0
3,1024,10,cuda,390.91453333333334,1.2781666666666667,18.3155,0.8562666666666666,0.5475,0.0,0.0
3,1024,100,cuda,421.84413333333333,87.75810000000001,15.344633333333334,0.2179333333333333,1.3124333333333333,0.0,0.0
3,100489,2,cuda,1430.0979,7.140266666666666,1005.5652666666665,26.8703,41.50683333333333,0.0,0.0
3,100489,5,cuda,1561.7797333333335,39.78873333333333,1064.0521333333334,38.80036666666667,45.090833333333336,0.0,0.0
3,100489,10,cuda,2005.5499666666667,123.40096666666666,1461.1508333333334,38.48133333333334,41.302366666666664,0.0,0.0
3,100489,100,cuda,12128.474266666666,9328.901366666667,2310.424266666667,94.90623333333333,30.518266666666666,0.0,0.0
3,1000000,2,cuda,9213.210933333334,67.0277,8128.481833333332,251.9829666666667,362.7291333333333,0.0,0.0
3,1000000,5,cuda,11943.676266666667,363.8895166666666,10487.773516666666,331.8485166666667,365.5787666666667,0.0,0.0
3,1000000,10,cuda,30640.793633333335,1186.6268666666667,27840.3288,839.1743666666666,371.2635,0.0,0.0
3,1000000,100,cuda,129552.0417,88478.64583333333,39086.86979999999,1153.2325666666668,399.99046666666663,0.0,0.0
10,1024,2,cuda,353.69100000000003,0.10930000000000001,7.8196666666666665,0.49449999999999994,0.5406666666666666,0.0,0.0
10,1024,5,cuda,387.85429999999997,0.5911000000000001,13.001666666666667,1.0292666666666666,0.5850666666666667,0.0,0.0
10,1024,10,cuda,363.4085666666667,2.1539333333333333,14.9108,0.9480333333333334,0.6659333333333333,0.0,0.0
10,1024,100,cuda,550.9669333333333,177.32323333333332,31.835166666666666,0.6394333333333334,2.0759666666666665,0.0,0.0
10,10000,2,cuda,435.08023333333335,0.9172666666666668,57.641633333333324,8.6751,2.189666666666667,0.0,0.0
10,10000,5,cuda,404.86763333333334,5.707866666666667,58.2202,10.564166666666667,1.8455666666666666,0.0,0.0
10,10000,10,cuda,520.7007,20.9121,139.09939999999997,23.8171,1.9145333333333332,0.0,0.0
10,10000,100,cuda,2419.0228333333334,1829.1519666666666,206.07696666666666,20.35803333333333,3.323566666666667,0.014352502914335465,422.0
10,100489,2,cuda,1822.8062,9.098533333333334,1293.5178666666668,97.28023333333333,43.255766666666666,0.0,0.0
10,100489,5,cuda,3758.4071666666664,56.280166666666666,3072.709966666667,232.6293333333333,42.31373333333334,0.0,0.0
10,100489,10,cuda,4104.4494,208.59333333333333,3238.784866666667,237.763,45.296299999999995,0.0,0.0
10,100489,100,cuda,24178.795533333334,18943.072266666666,4473.271566666667,345.13246666666663,47.26206666666667,0.0,0.0
10,1000000,2,cuda,9960.894533333334,91.68286666666665,8372.682766666667,753.0180999999999,367.54056666666673,0.0,0.0
10,1000000,5,cuda,28791.251333333334,572.2825333333334,25112.7513,2304.4100333333336,385.2782666666667,0.0,0.0
10,1000000,10,cuda,27048.5384,2054.278,22309.986966666667,1886.1518666666664,395.1902666666667,0.0,0.0
10,1000000,100,cuda,274166.5156333333,184756.61456666666,82889.96356666666,5471.1437000000005,499.23689999999993,0.0,0.0
