Dimension,Num Points,Num Classes,Parallel Implementation,Net Time (ms),Initialize Time (ms),Sum Classify Time (ms),Sum Update Time (ms),Last Classify Time (ms),Loss,Errors
3,10000,2,serial,11.8157,0.744225,8.552225,2.06145,0.45075,0.0,0.0
3,10000,5,serial,49.121566666666666,3.8044,39.562400000000004,4.7924999999999995,0.9446333333333334,0.0,0.0
3,10000,10,serial,86.30366666666667,12.411933333333332,67.8723,4.112866666666666,1.8851333333333333,0.0,0.0
3,10000,100,serial,1870.3724666666667,884.2896666666666,963.8202666666666,7.182933333333334,15.029933333333332,0.0,0.0
3,100,2,serial,6.677166666666667,0.022166666666666668,5.114833333333333,1.3904333333333332,0.004333333333333334,0.0,0.0
3,100,5,serial,11.710366666666665,0.05136666666666667,10.080033333333333,1.3842999999999999,0.0091,0.0,0.0
3,100,10,serial,19.6748,0.21413333333333331,17.8369,1.4075333333333333,0.019599999999999996,0.0,0.0
3,1024,2,serial,1.8667333333333334,0.08406666666666666,1.4172666666666667,0.30856666666666666,0.051333333333333335,0.0,0.0
3,1024,5,serial,4.0258666666666665,0.4036666666666667,3.1512,0.3591333333333333,0.10423333333333333,0.0,0.0
3,1024,10,serial,8.663033333333333,1.3934666666666666,6.673133333333333,0.38916666666666666,0.19709999999999997,0.0,0.0
3,1024,100,serial,107.83703333333334,86.47739999999999,19.6636,0.15683333333333335,1.5284666666666666,0.0,0.0
3,100489,2,serial,145.01023333333333,7.142566666666666,107.08120000000001,26.255233333333333,4.517433333333333,0.0,0.0
3,100489,5,serial,346.28653333333335,40.1856,261.6562333333333,33.3607,11.044133333333335,0.0,0.0
3,100489,10,serial,773.5654333333333,123.43876666666667,595.1632333333333,37.26806666666667,17.6714,0.0,0.0
3,100489,100,serial,21703.106133333335,9235.875966666666,12219.525366666667,90.74726666666668,156.84126666666666,0.0,0.0
3,1000000,2,serial,1375.0194999999997,65.91976666666666,1016.2706,247.69179999999997,45.115100000000005,0.0,0.0
3,1000000,5,serial,3388.2142666666664,365.7640166666667,2605.971883333333,324.61173333333335,91.81009999999999,0.0,0.0
3,1000000,10,serial,14966.309566666669,1185.8767666666668,12783.460933333334,825.3169333333334,171.53256666666667,0.0,0.0
3,1000000,100,serial,242746.35936666667,88260.35936666669,151855.58853333336,1129.9483,1500.2350999999999,0.0,0.0
10,1024,2,serial,2.311666666666667,0.1278,1.5784000000000002,0.4897666666666667,0.10593333333333334,0.0,0.0
10,1024,5,serial,6.759766666666667,0.5956666666666667,5.083466666666666,0.8297333333333333,0.2427,0.0,0.0
10,1024,10,serial,12.644133333333334,2.216533333333333,9.2183,0.7733666666666666,0.42663333333333336,0.0,0.0
10,1024,100,serial,236.22609999999997,178.16823333333332,53.96133333333333,0.5887,3.4904333333333333,0.0,0.0
10,10000,2,serial,37.55146666666667,0.9315666666666665,26.881,8.725766666666667,0.9997333333333334,0.0,0.0
10,10000,5,serial,86.47363333333334,5.673466666666666,68.1234,10.4986,2.161966666666667,0.0,0.0
10,10000,10,serial,334.70206666666667,20.778499999999998,285.8608666666667,24.031533333333332,3.9906666666666673,0.0,0.0
10,10000,100,serial,3955.075766666667,1817.4123333333334,2082.650133333333,20.3154,34.6333,0.0,0.0
10,100489,2,serial,417.7418333333333,8.9672,299.7082333333333,98.94863333333332,10.0965,0.0,0.0
10,100489,5,serial,1801.9585333333332,56.99266666666666,1484.2366,239.29639999999995,21.376833333333334,0.0,0.0
10,100489,10,serial,3306.857666666667,207.85536666666667,2817.454866666667,242.11363333333335,39.3666,0.0,0.0
10,100489,100,serial,57073.56769999999,19362.418,36993.69793333334,366.2247333333333,350.958,0.0,0.0
10,1000000,2,serial,3355.0365333333334,90.3455,2375.3199,786.784,102.53089999999999,0.0,0.0
10,1000000,5,serial,17267.03873333333,574.6453,14163.002266666665,2314.129966666667,215.13186666666664,0.0,0.0
10,1000000,10,serial,26153.58853333333,2031.7524999999998,21822.673166666664,1915.1344,383.9079333333334,0.0,0.0
10,1000000,100,serial,764660.8541666666,184681.33336666666,570971.375,5539.8872,3467.8107999999997,0.0,0.0
3,10000,2,mpi,7.0936,0.906025,4.763775,1.151625,0.208375,2.4593333956022227e-07,0.0
3,10000,5,mpi,28.70186666666667,4.414633333333334,21.3883,2.4086000000000003,0.4260333333333333,1.7887586627199552e-07,0.0
3,10000,10,mpi,50.158433333333335,12.763666666666667,34.3477,2.1024333333333334,0.8807999999999999,1.5297890338516023e-07,0.0
3,10000,100,mpi,1623.7055333333335,1010.6879333333333,598.8830666666667,4.717266666666667,9.286166666666666,4.266978381970071e-08,0.0
3,100,2,mpi,4.773233333333334,0.023433333333333334,2.6477,1.9904,0.004066666666666667,nan,0.0
3,100,5,mpi,9.581566666666667,0.07636666666666668,6.881766666666667,2.430266666666667,0.0064333333333333334,nan,0.0
3,100,10,mpi,12.624733333333333,0.1393,9.8117,2.4787666666666666,0.017566666666666668,nan,0.0
3,1024,2,mpi,1.1774666666666667,0.09216666666666667,0.7887666666666666,0.23696666666666666,0.0205,7.886633644462264e-08,0.0
3,1024,5,mpi,2.4553999999999996,0.4119,1.5948666666666667,0.3657333333333333,0.0537,3.949567445369944e-08,0.0
3,1024,10,mpi,5.621033333333334,1.391,3.7674,0.3245,0.10823333333333333,3.7376759896818245e-08,0.0
3,1024,100,mpi,110.68326666666667,96.47973333333334,12.772333333333334,0.21630000000000002,1.1561666666666668,1.1912535583639891e-08,0.0
3,100489,2,mpi,75.4209,7.3443,54.092166666666664,11.650566666666668,1.7852,0.0003170183581517143,73.33333333333333
3,100489,5,mpi,222.9859,43.17746666666667,154.36386666666667,20.0731,4.824933333333334,9.116883040000625e-06,4.0
3,100489,10,mpi,503.84999999999997,125.29293333333334,340.26556666666664,28.01686666666667,9.8142,8.268461401498388e-06,1.6666666666666667
3,100489,100,mpi,17975.2965,10239.7666,7496.795733333333,145.26616666666666,92.80903333333333,0.0006508504787028948,784.6666666666666
3,1000000,2,mpi,747.9171,79.50956666666666,532.6281,112.70453333333334,20.168033333333334,2.1818624597583056e-05,57.0
3,1000000,5,mpi,2091.2723499999997,416.9402166666667,1435.2425833333334,192.37741666666668,43.73533333333334,2.083711646863581e-06,7.5
3,1000000,10,mpi,8882.369666666666,1320.7831999999999,7038.906566666666,425.617,94.00699999999999,9.033119972267153e-06,31.333333333333332
3,1000000,100,mpi,187443.32456666665,96930.46616666667,88977.11196666666,724.176,808.4692333333332,4.530964860628421e-05,549.0
10,1024,2,mpi,1.2573666666666667,0.10640000000000001,0.7891666666666667,0.27666666666666667,0.039433333333333334,1.4651320303232982e-07,0.0
10,1024,5,mpi,3.8218,0.5784666666666668,2.668933333333333,0.43146666666666667,0.10436666666666666,1.3129478466153837e-07,0.0
10,1024,10,mpi,7.467033333333333,2.1260666666666665,4.645833333333333,0.46259999999999996,0.18446666666666667,7.43096320736459e-08,0.0
10,1024,100,mpi,228.01946666666666,197.40153333333333,28.2576,0.44726666666666665,1.8254333333333335,2.323707414610088e-08,0.0
10,10000,2,mpi,22.715533333333337,1.0613333333333335,16.1541,4.843700000000001,0.3564333333333333,6.638496077208071e-07,0.0
10,10000,5,mpi,45.250800000000005,5.641133333333333,33.64266666666666,4.790166666666667,0.9268333333333333,3.333658667339817e-07,0.0
10,10000,10,mpi,179.5838,21.12373333333333,145.08446666666666,11.271066666666668,1.8360666666666667,0.0004921987314548873,9.0
10,10000,100,mpi,3200.5218,1984.4986999999999,1182.7576999999999,11.788133333333334,21.04273333333333,6.143866611871513e-08,0.0
10,100489,2,mpi,238.95153333333334,10.607733333333334,173.92903333333334,48.9814,3.613166666666667,8.337581463809698e-06,1.0
10,100489,5,mpi,1032.2216,57.97996666666666,842.4914,117.11706666666667,12.928833333333335,3.8308998722371696e-05,13.666666666666666
10,100489,10,mpi,2058.201066666667,269.2443,1640.1951,125.68820000000001,21.230866666666667,3.8166393950099817e-05,5.666666666666667
10,100489,100,mpi,42390.55236666666,21160.83266666667,20634.261733333333,409.4496,184.02633333333333,0.0002149290117143809,66.33333333333333
10,1000000,2,mpi,1861.7126333333333,92.73910000000001,1314.2477333333334,403.82410000000004,39.885266666666666,2.209804677945953e-05,39.333333333333336
10,1000000,5,mpi,9777.906466666667,621.4352333333333,7851.514166666668,1200.1238,97.004,2.7687608778972164e-05,75.0
10,1000000,10,mpi,15660.874266666668,2269.720366666667,12256.070666666667,925.1612,201.1331,5.7910399930258724e-06,17.0
10,1000000,100,mpi,521503.9847666667,201764.0573,314509.2031333333,3300.7673,1920.8518666666666,4.228879969182749e-05,121.33333333333333
3,10000,2,cuda,379.35275,0.7584,37.281275,2.05775,1.99885,0.0,0.0
3,10000,5,cuda,426.90933333333334,3.6588,74.51986666666666,5.1513333333333335,1.7732,0.0,0.0
